source,listing_id,title,rent_gross_chf,rent_net_chf,rent_charges_chf,rooms,living_space_m2,floor,year_built,street,zip,city,lat,lon,url,object_type,description,attributes,is_furnished,year_renovated,moving_date
flatfox,86396647,,2428,,235,3.0,67,1,,,8048,zürich,47.386074742108,8.479331771285,https://flatfox.ch/de/wohnung/8048-zurich/86396647/,APARTMENT,"Ich vermitte für mindestens 6 Monaten mit Option auf Verlängerung, meine 3 zimmer Wohnung mit Balkon im Zürich Altstetten. 

Die Wohnung liegt im Altstetten, hat eine tram Haltestelle (Linie 2) direkt vom Haus, 7 min von Bahnhof Altstetten und 3 Minuten von Lindenplaz entfernt.  
  
Die Wohnung würde im 2021 komplett renoviert und als Neubau gemietet mit moderne Küche.
Die 3 zimmer Wohnung mit Balkon hat 67m², ist sehr hell, liegt im 1 Stock und hat viele Einkaufsmöglichkeiten in der Nähe. ( Coop, Migros, Denner.. )

Das Haus ist möbliert aber nach Absprache können die Schlafzimmer Möbeln raus

Kaution sind 2 Monaten 

Für Strom, Internet uns Serafe sind 135chf extra.","balconygarden,tumbler,washingmachine,dishwasher,parquetflooring",True,2021,2026-11-01
flatfox,86396666,,3880,,,3.5,90,4,2010,Wildbachstrasse 77,8008,Zürich,47.354185842103,8.559401771281,https://flatfox.ch/de/wohnung/wildbachstrasse-77-8008-zurich/86396666/,APARTMENT,"📌 Die deutsche Version finden Sie weiter unten.

Our beautiful apartment in 8008 Zurich, just two streets from the lake, will be available from 1 December 2026.
Located on the 4th floor, the apartment is exceptionally bright and spacious, with high ceilings and floor-to-ceiling windows bringing plenty of natural light into every room.

The apartment features:

A large and welcoming living area with an open-plan kitchen
Two bedrooms
Two bathrooms
Integrated air conditioning, providing a comfortable indoor temperature throughout the summer. Even during this summer's warmest period, the apartment remained at a maximum of around 25°C
A large balcony, perfect for enjoying the surrounding greenery
A separate storage/laundry room with a washing machine and dryer
A private cellar in the basement
The apartment is fully equipped, extremely comfortable and beautifully maintained, with a warm and cosy atmosphere. The neighbourhood is very green and peaceful, while still being exceptionally well connected.
The Coop supermarket is just 2 minutes away, and the tram stop and train station are approximately 2 and 5 minutes away, respectively.

📍 8008 Zurich – close to the lake

Viewings this Sunday
Viewings will take place this Sunday 27 at 12:00 and 18:00.
Please ring the bell marked “Libert Ishchuk”, 4th floor.

We look forward to meeting you!

——

Wunderschöne, helle Wohnung in 8008 Zürich – ab 1. Dezember 2026
Unsere wunderschöne Wohnung im 8008 Zürich, nur zwei Strassen vom See entfernt, wird per 1. Dezember 2026 frei.
Die Wohnung befindet sich im 4. Obergeschoss und zeichnet sich durch ihre grosszügige Raumhöhe sowie die bodentiefen Fenster aus, die für sehr viel Tageslicht in sämtlichen Räumen sorgen.

Die Wohnung verfügt über:

Einen grosszügigen und einladenden Wohnbereich mit offener Küche
Zwei Schlafzimmer
Zwei Badezimmer
Eine integrierte Klimaanlage, die auch an warmen Sommertagen für ein angenehmes Raumklima sorgt. Selbst während der heissesten Phase dieses Sommers lag die Raumtemperatur bei maximal ca. 25 °C
Einen grosszügigen Balkon mit Blick ins Grüne
Einen separaten Abstellraum mit Waschmaschine und Tumbler
Ein eigenes Kellerabteil im Untergeschoss
Die Wohnung ist sehr gut ausgestattet, äusserst komfortabel und gepflegt und bietet eine angenehme, warme Wohnatmosphäre. Die grosszügigen Fenster, die hohen Decken und der schöne Balkon verleihen der Wohnung ein besonders helles und offenes Wohngefühl.
Die Lage ist ausgesprochen attraktiv: Der See ist nur wenige Gehminuten entfernt, und die Umgebung ist geprägt von viel Grün und einer angenehmen Wohnatmosphäre. Der Coop befindet sich ca. 2 Gehminuten entfernt, die nächste Tramhaltestelle ca. 2 Minuten und der Bahnhof ca. 5 Minuten.

📍 8008 Zürich – in unmittelbarer Nähe zum See

Besichtigungen
Besichtigungen finden diesen Sonntag 27. um 12:00 Uhr und um 18:00 Uhr statt.
Bitte bei „Libert Ishchuk“, 4. Stock, klingeln.

Wir freuen uns auf Ihre Kontaktaufnahme und darauf, Ihnen die Wohnung persönlich zu zeigen.","view,balconygarden,minergie,lift,accessiblewithwheelchair,parquetflooring,dishwasher,tumbler,washingmachine,cable,broadbandinternet",False,,2026-12-01
flatfox,86396695,,2630,2470,160,2.5,,,,Affolternstrasse 115,8050,Zürich,47.410396942101,8.535531771283,https://flatfox.ch/de/wohnung/affolternstrasse-115-8050-zurich/86396695/,APARTMENT,"**Erstvermietung nach umfassender Sanierung - Ihr neues Zuhause erwartet Sie!**

An der Affolternstrasse 115, nur 10 Gehminuten vom Bahnhof Zürich-Oerlikon entfernt, erwartet Sie ein unverzichtbares Wohnangebot, das urbanes Flair mit modernen Ausbaustandards und offen konzipierten Grundrissen vereint, den Alltag erleichtert und verschönert. 

Erleben Sie die ideale Symbiose aus lebendigem Stadtleben und privatem Rückzugsort in Ihren eigenen vier Wänden - zeitlos und trendüberdauernd. 

Unsere 2.5-Zimmerwohnungen bieten ein perfekt geeignetes Zuhause für Singles, Paare, junge Berufstätige und Studierende, die sowohl modernes als auch funktionales Wohnen suchen oder sich einfach ihre ersten eigenen vier Wände wünschen. 

Mietzins ab CHF 2`390 bis CHF 2`630 

Worauf warten Sie? Kontaktieren Sie uns noch heute und lassen Sie sich von unserem Vermarktungsdossier begeistern. Entdecken Sie Einblicke in die besonderen Highlights der Affolternstrasse, den Sanierungsumfang, die praktische Lage, in die Grundrisse und vieles mehr. 

  


**Bitte beachten Sie, dass jegliche Bilder ohne Gewähr sind und vom Original abweichen können.**","garage,parkingspace,lift,balconygarden,petsallowed",False,2026,
flatfox,86396707,,3606,,,3.5,91,2,,Streulistrasse 6,8032,Zürich,47.366574742104,8.560561771285,https://flatfox.ch/de/wohnung/streulistrasse-6-8032-zurich/86396707/,APARTMENT,"*   Ab **sofort** steht diese gepflegte und rund 91 m² grosse 3.5-Zimmer-Wohnung im beliebten und ruhigen Englischviertelquartier zur Vermietung. Die Wohnung überzeugt mit einem durchdachten Grundriss und einer angenehmen Wohnatmosphäre. Das Badezimmer sowie das separate WC bieten zusätzlichen Komfort im Alltag. Die vor rund 1,5 Jahren renovierte Küche ist modern ausgestattet und lädt zum Kochen ein. Mehrere praktische Einbauschränke sorgen für zusätzlichen Stauraum. Ein besonderes Highlight sind die **zwei Balkone**, auf denen Sie die ruhige Umgebung geniessen können. Ergänzt wird das Angebot durch ein eigenes Kellerabteil sowie einen Gemeinschaftswaschraum. Die Wohnung befindet sich in einem äusserst ruhigen Quartier mit hoher Wohnqualität. Trotz der entspannten Lage sind Einkaufsmöglichkeiten, öffentliche Verkehrsmittel und weitere Einrichtungen des täglichen Bedarfs gut erreichbar. Auf einen Blick:
*   Ca. 91 m² Wohnfläche
*   3.5 Zimmer
*   Separates Badezimmer und WC
*   Moderne Küche, vor ca. 1,5 Jahren renoviert
*   Zwei Balkone
*   Praktische Einbauschränke
*   Eigenes Kellerabteil
*   Gemeinschaftswaschraum
*   Ruhige und attraktive Lage im Englischviertelquartier
*   Mietzins: CHF 3'600.– pro Monat
*   Nur Katzen können auf Anfrage bei der Verwaltung genehmigt werden","view,balconygarden,dishwasher,cable,parquetflooring,petsallowed",False,2024,
flatfox,86396724,,3070,,310,3.5,92,23,2026,Hardstrasse 10,8105,Regensdorf,47.438866942106,8.471921771281,https://flatfox.ch/de/wohnung/hardstrasse-10-8105-regensdorf/86396724/,APARTMENT,"**MIETEN OHNE KAUTION - Zwhatt ist Stadt, ist Land, ist Leben**  
  
Im neuen Stadtquartier Zwhatt in Regensdorf-Watt entsteht ein Ort voller Leben und Möglichkeiten. Direkt am Bahnhof und nur 17 Minuten vom Zürcher Hauptbahnhof entfernt wächst hier ein Quartier, das modernes Wohnen mit urbanem Lebensgefühl verbindet.  
  
Mehr als 600 Mietwohnungen fügen sich in einen lebendigen Aussenraum mit Quartierplatz, grosser Wiese, Sauna sowie vielseitigen Angeboten für Gastronomie und Kleingewerbe ein.  
  
Wer eine beeindruckende Aussicht über das Furttal geniessen möchte, wird im Wohnturm fündig. Im zweiten Hochhaus von Zwhatt entstehen 165 Wohnungen für Menschen in unterschiedlichen Lebensphasen und mit verschiedenen Bedürfnissen. Hier findet jeder das passende Zuhause – modern, urban und mitten im Geschehen. Ein besonderes Highlight für die Mieterinnen und Mieter ist die Sky Lounge im 24. Obergeschoss mit Aussenküche und atemberaubender Aussicht.  
  
Bilder sind Musterbilder.  
 
  
Für Ihre Wohnqualität:  
\- Eichenparkettboden in Wohn-/Schlafbereich  
\- Fussbodenheizung und Naturalcooling in der gesamten Wohnung  
\- Moderne, offene und helle Küche mit Induktionskochfeld und Geschirrspüler  
\- Integrierter Waschturm in Küchenmöbel  
\- Badezimmer mit Badewanne/WC  
\- Separate Dusche/WC  
\- Reduit in der Wohnung für zusätzlichen Stauraum  
\- Strombezug aus eigener PV-Anlage auf dem Areal  
\- Loggia mit Aussicht  
  
Für mehr Informationen besuchen Sie die ZWHATT Webseite.

**Bei diesem Mietobjekt müssen Sie nicht wie üblich drei Monatsmieten als Kaution auf ein Sperrkonto einzahlen. So bleiben Sie liquid, da nicht eine grössere Geldsumme für die Dauer Ihres Mietverhältnisses blockiert ist. Und das Beste: Das Angebot ""Mieten ohne Kaution"" ist für Sie gratis.","view,balconygarden,garage,lift,dishwasher,washingmachine,cable,petsallowed",False,,2026-10-16
flatfox,86396788,,1300,,,3.0,65,,,Glanzenbergstrasse 26,8953,Dietikon,47.397744742107,8.424941771283,https://flatfox.ch/de/wohnung/glanzenbergstrasse-26-8953-dietikon/86396788/,APARTMENT,"3-Zimmer-Wohnung in einer Genossenschaft. Mit Balkon, 80 Quadratmeter. Mit dem Zug sind es 15 Minuten vom Hauptbahnhof Zürich, und die Züge fahren alle 15 Minuten. Coop pronto 150m, Coop 800 m, Migros/Denner 1km entfernt.   
  
Ab 1. November verfügbar; da wir ausserordentlich kündigen, benötigen wir einen Nachmieter.   
  
Besichtigung nur mit aktuellem Betreibungsregister",,False,,
flatfox,86396789,,860,,,1.0,,,,,8863,Buttikon SZ,47.174304742101,8.953051771282,https://flatfox.ch/de/wohnung/8863-buttikon-sz/86396789/,APARTMENT,"Ich suche für mein schönes, helles Studio im 3. Obergeschoss einen passenden Nachmieter zum 1.12.2026   
  
Das Studio verfügt über einen gedeckten Balkon (Loggia) mit wunderschöner Aussicht ins Grüne und auf die Berge ein schöner Platz zum Sitzen und Entspannen.   
  
Das bietet das Studio:   
  
* ca. 23,8 m² Wohnfläche   
* ca. 5,3 m² gedeckter Balkon / Loggia   
* helles und gemütliches Studio   
* modernes Badezimmer mit Dusche/WC   
* eigener Kellerraum   
* Waschmaschine und Wäschetrockner im Keller   
* separater Fahrradraum   
* Aussenparkplatz für CHF 70./Monat dazumietbar   
* Bushaltestelle ca. 5 Minuten zu Fuss entfernt   
* Einkaufsmöglichkeiten in der näheren Umgebung   
* ruhige Lage mit wunderschöner Aussicht   
  
Mietkosten   
  
Miete: CHF 860./Monat   
Aussenparkplatz optional: CHF 70./Monat   
  
Margaritenstrasse 3, 8863 Buttikon SZ   
  
Besichtigung nach Vereinbarung.   
  
Bei Interesse freue ich mich über eine Nachricht.",,False,,
flatfox,86396824,,1005,,,1.5,30,3,,Hobelwerkweg 41 a,8404,Winterthur,47.510113942107,8.763101771286,https://flatfox.ch/de/wohnung/hobelwerkweg-41-a-8404-winterthur/86396824/,APARTMENT,"Ich ziehe leider aus meiner gemütlichen 1-Personen-MicroCoLiving-Wohnung im Hobelwerk in Oberwinterthur aus und suche eine/n Nachmieter:in.

Das MicroCoLiving richtet sich an Menschen, die gerne ihren eigenen privaten Rückzugsort haben, gleichzeitig aber Gemeinschaft und Begegnung schätzen. Insgesamt gibt es 24 kleine Wohnungen für ein bis zwei Personen. Über drei Stockwerke verteilt befinden sich grosszügige Gemeinschaftsräume mit grossen Küchen, Wohn- und Arbeitsbereichen – Raum zum Kochen, Essen, Arbeiten, Austauschen und Zusammensein.

Die Wohnung:
- 30 m² im 3. Stock.
- Geräumiges Badezimmer mit Dusche.
- Kleine offene Küche ohne Backofen.
- Grosse Gemeinschaftsküchen zum gemeinsamen Kochen und natürlich auch zum Backen 😊 sowie grosse Wohnräume die von der Gemeinschaft belebt werden.
- 1 gemeinsamer Balkon pro Stockwerk.
- Waschküche für das ganze Wohnhaus mit mehreren Waschmaschinen, Tumblern und Trocknungsräumen.
- Lift. 

Zum MicroCoLiving gehört ein Verein, in dem alle Bewohner:innen Mitglied sind. Einmal im Monat treffen wir uns, um uns auszutauschen und gemeinsam Ideen für ein gutes Miteinander zu entwickeln. Darüber hinaus gibt es immer wieder gemeinsame Aktivitäten wie Kochen und Essen, Ausflüge, Spieleabende und vieles mehr.

Wenn du also gerne Gemeinschaft hast, dich auch selbst einbringen möchtest und Lust auf ein generationenübergreifendes Zusammenleben hast, könnte das hier genau der richtige Ort für dich sein.

Das MicroCoLiving ist Teil der genossenschaftlichen Siedlung Hobelwerk der Genossenschaft mehr als wohnen. Für den Eintritt in die Genossenschaft muss ein entsprechender Genossenschafts-Anteilschein erworben werden.

Du kannst  das ganze Hobelwerkareal nutzen mit z. B. Gemeinschaftsgarten, Fitnessraum, Dachterrasse, Sauna etc.

Einzug: Per 01.12.2026

Wenn dich das Konzept anspricht, freue ich mich über eine Nachricht und erzähle dir gerne mehr. 😊","balconygarden,minergie,lift,accessiblewithwheelchair,parquetflooring,tumbler,washingmachine,broadbandinternet,partofcooperative",False,,2026-12-01
flatfox,86395896,,,2750,200,2.5,66,3,2026,Gschwaderstrasse 25,8610,Uster,47.357025842109,8.710641771284,https://flatfox.ch/de/wohnung/gschwaderstrasse-25-8610-uster/86395896/,APARTMENT,"An der Gschwaderstrasse 25 in Uster vermieten wir per 01. Nov. 2026 o. nach Vereinbarung eine exklusive 2.5-Zimmer-Neubau Attikawohnung, welche modernes Design, hochwertige Materialien und eine aussergewöhnliche Terrasse zu einem einzigartigen Wohnerlebnis verbindet.  
  
Bereits beim Betreten der Wohnung wird klar, dass hier besonderer Wert auf Qualität gelegt wurde. Grosszügige Fensterfronten lassen viel Tageslicht in die Räume und schaffen eine helle, freundliche Wohnatmosphäre.  
  
Das Herzstück der Wohnung bildet der offen gestaltete Wohn- und Essbereich mit direktem Zugang zur rund 45 m² grossen Attikaterrasse. Ob entspanntes Frühstück an der Morgensonne, gemütliche Sommerabende mit Freunden oder ein Glas Wein nach Feierabend, hier geniessen Sie Ihren privaten Rückzugsort über den Dächern von Uster.  
  
Die Küche erfüllt höchste Ansprüche. Ausgestattet mit Backofen, Steamer, Wärmeschublade sowie einem integrierten Weinkühler wird Kochen zum Genuss.  
  
**Highlights**  
\- Exklusive Neubau Attikawohnung mit 67 m² Wohnfläche  
\- 45 m² private Sonnenterrasse  
\- Neubau, Erstbezug  
\- hochwertiger Innenausbau (Eichenparkettboden, Deckeneinbauspots, Garderoben- und Putzschrank, elektrische Rafflamellenstoren & Sonnensegel usw.)  
\- eigene Waschmaschine und Tumbler in der Wohnung  
\- Minergie-Standard mit KWL & Free Cooling  
\- Last- und Lademanagement für E-Mobility  
\- E-Bike-Ladestation  
\- Bahnhof und Zentrum von Uster in ca. 8 Gehminuten  
\- div. Einkaufsmöglichkeiten in unmittelbarer Nähe  
  
Der hochwertige Innenausbau überzeugt mit naturbehandeltem Eichenparkett im Landhausdielen-Look, einer eleganten, begehbaren Dusche, massgefertigten Einbauschränken sowie zahlreichen durchdachten Details, welche den Alltag komfortabler machen.  
  
Die Lage verbindet urbanes Leben mit kurzen Wegen. Einkaufs-möglichkeiten befinden sich praktisch vor der Haustüre und der Bahnhof Uster ist in rund acht Gehminuten erreichbar. Zürich ist somit bequem in kurzer Zeit erreichbar.  
  
Einen Einstellplatz in der Tiefgarage kann für CHF 150.- monatlich dazu gemietet werden.  
  
Haben wir Ihr Interesse geweckt? Vereinbaren Sie noch heute einen persönlichen Besichtigungstermin und überzeugen Sie sich selbst vor Ort, denn keine noch so schönen Bilder können einen persönlichen Eindruck ersetzen.  
  
Plüer & Partner Immobilien AG – Immer persönlich.","view,parkingspace,accessiblewithwheelchair,balconygarden,minergie,lift,garage,cable,dishwasher,parquetflooring,tumbler,washingmachine",False,,2026-11-01
flatfox,86395902,,,1790,180,4.0,83,2,,Feldlistrasse 60,8645,Jona,47.226264742103,8.844301771284,https://flatfox.ch/de/wohnung/feldlistrasse-60-8645-jona/86395902/,APARTMENT,"Ihr neues Zuhause an der Feldlistrasse 60 in Jona bietet Ihnen alles, was das Herz begehrt:  
  
Das Naherholungsgebiet rund um den Zürichsee direkt vor der Wohnungstür, Ruhe und Entspannung in den eigenen vier Wänden sowie das urbane und moderne Leben in und um Rapperswil/Jona.  
  
Wir vermieten per 16.11.2026 diese grosszügige 4-Zimmerwohnung an der Feldlistrasse 60 in 8645 Jona. Die Wohnung verfügt über folgende Annehmlichkeiten:  
  

*   Parkett in Wohn-/Schlafzimmer
*   Schwarze Plattenböden in den Nasszellen und in der Küche
*   voll ausgestattete Küche mit Glaskeramikkochfeld, Backofen, Geschirrspüler, Kühlschrank mit Gefrierfach
*   Nasszelle mit Bad/WC und Gäste-WC
*   grosszügiger Balkon
*   Separates Keller- und Estrichabteil

Eine Garagenbox kann zusätzlich für CHF 120.00 dazu gemietet werden.  
  
Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht lange und kontaktieren Sie uns direkt im Inserat, um die Besichtigungsinformationen zu erhalten. Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.  
  
Hinweis: Es handelt sich um Musterbilder, die den Ausbaustandard zeigen. Zudem ist der Grundriss, welcher dem Inserat beiliegt, spiegelverkehrt.","garage,view,balconygarden,parquetflooring,dishwasher,cable",False,,2026-11-16
flatfox,86395911,,2970,2970,,1.5,42,1,2025,Seebahnstrasse 141,8003,Zürich,47.373797042101,8.519121771283,https://flatfox.ch/de/wohnung/seebahnstrasse-141-8003-zurich/86395911/,APARTMENT,"Willkommen in dieser brandneuen, stilvollen 1-Zimmer-Wohnung im 1. Obergeschoss eines modernen Neubaus an der Seebahnstrasse 141 in Zürich-Wiedikon (8003). Die Wohnung ist ab sofort verfügbar und überzeugt durch ihre hochwertige Ausstattung, das Minergie-Zertifikat sowie die ausgezeichnete Lage in einem lebendigen Stadtquartier. 

**Die Wohnung bietet folgende Highlights:**

  * **Neubau mit Minergie-Zertifikat:** Modernster Energiestandard für nachhaltiges und komfortables Wohnen. 

  * **Balkon mit schöner Aussicht:** Geniessen Sie Ihren eigenen Aussenbereich in ruhiger Lage. 

  * **Vollständig ausgestattet:** Geschirrspüler, Waschmaschine und Kabel-TV inklusive. 

  * **Lift im Gebäude:** Bequemer Zugang zu allen Etagen. 

  * **Rollstuhlgängig:** Barrierefreier Zugang für unterschiedliche Bedürfnisse. 

  * **Haustiere erlaubt:** Ihre Vierbeiner sind herzlich willkommen. 

  * **Ruhige Lage:** Trotz der zentralen Stadtlage geniessen Sie tagsüber und nachts eine angenehme Ruhe. 

  * **Zusätzliche Kosten:** CHF 250.– werden separat und exklusiv zum Mietzins verrechnet. 




**Sonneneinstrahlung:** Die Wohnung profitiert im Sommer von viel Sonnenlicht und ist auch im Winter gut belichtet. 

**Lage und Anbindung:** Die Wohnung befindet sich im beliebten Quartier Wiedikon und ist hervorragend an den öffentlichen Verkehr angebunden. Die Tramhaltestelle **Lochergut** sowie die Bus- und Tramhaltestelle **Kalkbreite/Bahnhof Wiedikon** sind jeweils nur vier Gehminuten entfernt. Den Bahnhof **Zürich Wiedikon** erreichen Sie in rund sieben Minuten zu Fuss. Der Bahnhof **Zürich Selnau** liegt etwa 15 Gehminuten entfernt. 

Für den täglichen Bedarf steht ein **Coop-Supermarkt** in nur vier Minuten Gehdistanz zur Verfügung. Die **Sihlfeld Apotheke Drogerie** sowie die **Schule Zurlinden** befinden sich ebenfalls in unmittelbarer Nähe. 

Diese moderne Wohnung verbindet urbanes Stadtleben mit angenehmem Wohnkomfort und eignet sich hervorragend für Singles oder Paare, die das Beste aus Zürich geniessen möchten. Sichern Sie sich jetzt Ihre neue Traumwohnung!","lift,minergie,dishwasher,accessiblewithwheelchair,view,petsallowed,washingmachine,balconygarden",False,,2027-01-01
flatfox,86395933,,1499,,,1.5,25,,,Heimstrasse 41,8953,Dietikon,47.412594742107,8.402151771286,https://flatfox.ch/de/wohnung/heimstrasse-41-8953-dietikon/86395933/,APARTMENT,"Wohnen wie im Hotel – unkompliziert, komfortabel und mit Rundum-Service.  
  
Das Hotel Conti ist ein 4-Sterne-Hotel und bietet komfortable Studios mit eigener, voll ausgestatteter Kochnische und eigenem Badezimmer zur monatlichen Miete. Ideal für Geschäftsreisende, Projektmitarbeitende, Wochenaufenthalter oder Personen, die für einige Wochen oder Monate eine vollständig ausgestattete Unterkunft mit Hotelservice suchen.  
  
Im Monatspreis ist bereits alles Wesentliche enthalten: sämtliche Nebenkosten, WLAN, Bettwäsche sowie eine wöchentliche Reinigung des Studios.  
  
Sie müssen sich um nichts kümmern, wir übernehmen das für Sie.  
In unserer Lobby stehen unseren Gästen kostenlos Kaffee und weitere Getränke à discrétion sowie Früchte und Schokolade zur Verfügung.  
  
Unser Team ist täglich bis 22:00 Uhr vor Ort und unterstützt Sie jederzeit gerne bei Fragen oder Anliegen. Alle Studios sind Nichtraucher, Rauchen ist auf der bedeckten und möblierten Terrasse erlaubt.  
  
Auch Ihre Post können Sie direkt an das Hotel Conti senden lassen. Wir nehmen Ihre Sendungen für Sie entgegen und Sie können diese bequem an der Rezeption abholen.  
  
Für längere Aufenthalte steht unseren Gästen zudem eine Waschküche mit Waschmaschine und Trockner zur Verfügung.  
  
Auf Wunsch steht Ihnen zusätzlich unser Frühstücksbuffet für CHF 15.– pro Person zur Verfügung. Sie entscheiden flexibel, wann Sie bei uns frühstücken möchten.  
  
Darüber hinaus profitieren Sie vom kompletten Hotelservice. Benötigen Sie beispielsweise einen Bademantel, Hausschuhe, Zahnbürste oder weitere Dinge des täglichen Bedarfs, hilft Ihnen unser Team gerne weiter.  
  
Jedes Studio verfügt über ein eigenes Badezimmer, eine voll ausgestattete Kochnische, einen 32-Zoll-Flachbildfernseher mit den gängigen TV-Sendern sowie kostenlosen Internetzugang.  
  
Bei uns wohnen Sie flexibel und komfortabel und geniessen gleichzeitig die Dienstleistungen eines 4-Sterne-Hotels – zu einem sehr attraktiven Monatspreis.  
  
Wichtige Hinweise:  
Eine Wohnsitzanmeldung bzw. Anmeldung bei der Gemeinde ist nicht möglich. Haustiere sind nicht gestattet. Die Zimmer sind ausschliesslich zu Wohnzwecken bestimmt.  
  
Parkplatz 150.- pro Monat","view,parkingspace,lift,cable,broadbandinternet,washingmachine",True,,
flatfox,86395941,,2900,2900,0,4.0,95,,,Weststrasse 74,8003,Zürich,47.371244742108,8.521711771287,https://flatfox.ch/de/wohnung/weststrasse-74-8003-zurich/86395941/,APARTMENT,"Willkommen in meiner Wohnung im Herzen von Zürich, direkt beim abahnof Wiedikon im Kreis 3. Diese zentrale Lage ist ideal für alle, die das Stadtleben lieben, aber auch die Ruhe schätzen. Die 4-Zimmer-Wohnung bietet 95 m² Wohnfläche und verfügt über einen Balkon oder Terrasse, eine Einbauküche und ein Gäste-WC. Dank Fußbodenheizung und Badewanne lässt es sich hier besonders gemütlich leben. Außerdem gibt es einen Keller und einen Aufzug zur Verfügung.   
  
Aktuell bin ich auf der Suche nach einer anderen Wohnung zusammen mit meiner Partnerin in den Kreisen 3, 4, 5 oder 10 ab mindestens 3.5 Zimmern.","lift,balconygarden",False,,
flatfox,86395958,,1650,1500,150,3.5,66,2,2025,Schwalbenstrasse 1a,8374,Oberwangen TG,47.434434742101,8.971151771281,https://flatfox.ch/de/wohnung/schwalbenstrasse-1a-8374-oberwangen-tg/86395958/,APARTMENT,"Willkommen in dieser neuwertigen 3.5-Zimmer-Wohnung in Oberwangen – ein Ort, der darauf wartet, von Ihnen bewohnt zu werden! 

**Highlights der Wohnung:**

\- Offener Wohnbereich: Lichtdurchfluteten Wohn- und Essbereich, der mit einer modernen Küche ausgestattet ist und zum geselligen Beisammensein einlädt. 

\- Hochwertige Ausstattung: Die Einbauküche mit Geschirrspüler und die eigene Waschmaschine bieten Ihnen höchsten Komfort und erleichtern den Alltag. 

\- Aufzug: Bequemer Zugang zu allen Etagen sorgt für zusätzlichen Komfort in Ihrem neuen Zuhause. 

\- Einstellplatz: Ein sicherer Stellplatz für Ihr Fahrzeug kann dazu gemietet werden, damit Sie stets stressfrei parken können. 

\- Ruhige Lage: Die Wohnung befindet sich in einer ruhigen Umgebung, die Ihnen eine angenehme und entspannte Wohnatmosphäre bietet. 

Große Fenster durchfluten die Räume mit natürlichem Licht und schaffen eine einladende Atmosphäre. Der Flur mit integrierten Schränken bietet Ihnen praktischen Stauraum und sorgt für Ordnung. 

Diese Wohnung ist ideal für Paare, die modernes Wohnen in einer ruhigen Umgebung schätzen und sich ein gemütliches Zuhause wünschen. 

Nutzen Sie die Chance, in dieser attraktiven Neubauwohnung Ihr neues Zuhause zu finden. 

Bitte beachten Sie, dass die Wohnung über keinen Balkon verfügt.","lift,dishwasher,view,parkingspace,washingmachine,garage",False,,
flatfox,86396011,,1990,1900,90,1.5,25,,,Elisabethenstrasse 6,8004,Zürich,47.372780842106,8.523131771287,https://flatfox.ch/de/wohnung/elisabethenstrasse-6-8004-zurich/86396011/,STUDIO,"Ab sofort modern wohnen im Herzen von Zürich.   
  
Mitten im beliebten In-Quartier von Zürich ruhig, zentral und stilvoll vermieten wir bezugsbereite, vollständig möblierte 2-Zimmer-Apartments.   
Erleben Sie urbanes Wohnen mit höchstem Komfort und einem Hauch von Luxus perfekt für anspruchsvolle Stadtliebhaber.   
  
\+ Alle Nebenkosten inklusive: Strom, Wasser, Heizung und WLAN   
\+ Komplett ausgestattete Küche inklusive Geschirrspüler   
\+ Vollmöbliert moderne, gemütliche Einrichtung mit Stil   
\+ Fussbodenheizung   
\+ Waschmaschine mit integriertem Trockner in der Wohnung   
\+ Grosszügige Dachterrasse zur gemeinschaftlichen Nutzung   
  
Besichtigungen:   
Montags, 15:00 bis 18:00 Uhr   
Donnerstags, 09:00 bis 12:00 Uhr   
Freitags, 15:00 bis 18:00 Uhr   
  
Diese Single-Apartments sind komplett saniert und bieten alles, was Sie für ein komfortables Wohnerlebnis mitten in Zürich benötigen.   
Lassen Sie sich von diesem einzigartigen Objekt begeistern und vereinbaren Sie einen unverbindlichen Besichtigungstermin wir freuen uns auf Ihre Kontaktaufnahme!   
Hinweis: Die inserierten Fotos dienen als Referenz und können leicht vom tatsächlichen Mietobjekt abweichen.","lift,garage",False,,
